website,publisher,genres,requirements,name,video_hd,poster,release_date,about,rank,languages,video,link,developer
http://ageofwonders.com,Triumph Studios,"RPG,Strategy","{'pc': {'recommended': {'hard_drive': u'10 GB available space', 'network': u'Broadband Internet connection', 'memory': u'4 GB RAM', 'os': u'Windows Vista, Windows 7, Windows 8, Windows 8.1', 'processor': u'Intel Core 2 Quad Q6600 @ 2.4 Ghz or AMD Phenom X4 9900 @ 2.6 Ghz', 'directx': u'Version 9.0c'}, 'minimum': {'hard_drive': u'10 GB available space', 'network': u'Broadband Internet connection', 'memory': u'2 GB RAM', 'os': u'Windows XP, Windows Vista, Windows 7, Windows 8, Windows 8.1', 'processor': u'Intel Core 2 Duo E6600 @ 2.4 Ghz or AMD Athlon 64 X2 5000+ @2.6 Ghz', 'directx': u'Version 9.0c'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Age of Wonders III,"""http://cdn.akamai.steamstatic.com/steam/apps/2030278/movie_max.webm?t=1393351331""","""http://cdn.akamai.steamstatic.com/steam/apps/2030278/movie.293x165.jpg?t=1393351331""",31 Mar 2014,"Age of Wonders III is the long anticipated sequel to the award-winning strategy series. Delivering a unique mix of Empire Building, Role Playing and Warfare, Age of Wonders III offers the ultimate in turn-based fantasy strategy for veterans of the series and new players alike!",69,"English,German,French,Polish,Russian","""http://cdn.akamai.steamstatic.com/steam/apps/2030278/movie480.webm?t=1393351331""",http://store.steampowered.com/app/226840/,Triumph Studios
http://www.totalwar.com/shogun2,SEGA,Strategy,"{'pc': {'recommended': {'hard_drive': u'32GB free hard disk space', 'network': u'', 'memory': u'2GB RAM (XP), 4GB RAM (Vista / Windows7)', 'os': u'Windows 7 / Vista / XP', 'processor': u'2nd Generation Intel Core i5 processor (or greater), or AMD equivalent', 'directx': u'DirectX 9.0c'}, 'minimum': {'hard_drive': u'32GB free hard disk space', 'network': u'', 'memory': u'1GB RAM (XP), 2GB RAM (Vista / Windows7)', 'os': u'Windows 7 / Vista / XP', 'processor': u'2 GHz Intel Dual Core processor / 2.6 GHz Intel Single Core processor, or AMD equivalent (with SSE2)', 'directx': u'DirectX 9.0c'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Total War: SHOGUN 2,"""http://cdn.akamai.steamstatic.com/steam/apps/81636/movie_max.webm?t=1336639533""","""http://cdn.akamai.steamstatic.com/steam/apps/81636/movie.293x165.jpg?t=1336639533""",15 Mar 2011,The new Saints and Heroes DLC adds 9 legendary units to the battlefield.,70,"English,Czech,French,German,Italian,Polish,Russian,Spanish","""http://cdn.akamai.steamstatic.com/steam/apps/81636/movie480.webm?t=1336639533""",http://store.steampowered.com/app/201270/,The Creative Assembly
http://www.greenheartgames.com/app/game-dev-tycoon/,Greenheart Games,"Casual,Indie,Simulation,Strategy","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows 7/8', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'2 GB RAM', 'os': u'Windows XP SP3', 'processor': u'2 GHz dual core', 'directx': u''}}, 'mac': {'recommended': {'os': u'Windows 7/8', 'processor': u'', 'memory': u'4 GB RAM'}, 'minimum': {'os': u'Windows XP SP3', 'processor': u'2 GHz dual core', 'memory': u'2 GB RAM'}}}",Game Dev Tycoon,"""http://cdn.akamai.steamstatic.com/steam/apps/2029163/movie_max.webm?t=1377104335""","""http://cdn.akamai.steamstatic.com/steam/apps/2029163/movie.293x165.jpg?t=1377104335""",29 Aug 2013,In Game Dev Tycoon you replay the history of the gaming industry by starting your own video game development company in the 80s. Create best selling games. Research new technologies and invent new game types. Become the leader of the market and gain worldwide fans.,71,English,"""http://cdn.akamai.steamstatic.com/steam/apps/2029163/movie480.webm?t=1377104335""",http://store.steampowered.com/app/239820/,Greenheart Games
http://www.enterthemetro.com/,Deep Silver,Action,"{'pc': {'recommended': {'hard_drive': u'10 GB available space', 'network': u'', 'memory': u'2 GB RAM', 'os': u'Windows 7 or 8', 'processor': u'Any Quad Core or 3.0+ GHz Dual Core CPU', 'directx': u'Version 11'}, 'minimum': {'hard_drive': u'10 GB available space', 'network': u'', 'memory': u'2 GB RAM', 'os': u'Windows XP (32-Bit only), Vista, 7, or 8', 'processor': u'Dual Core CPU (2.2+ GHz Dual Core CPU or better)', 'directx': u'Version 9.0c'}}, 'mac': {'recommended': {'os': u'Windows 7 or 8', 'processor': u'Any Quad Core or 3.0+ GHz Dual Core CPU', 'memory': u'2 GB RAM'}, 'minimum': {'os': u'Windows XP (32-Bit only), Vista, 7, or 8', 'processor': u'Dual Core CPU (2.2+ GHz Dual Core CPU or better)', 'memory': u'2 GB RAM'}}}",Metro: Last Light,"""http://cdn.akamai.steamstatic.com/steam/apps/2028693/movie_max.webm?t=1376293580""","""http://cdn.akamai.steamstatic.com/steam/apps/2028693/movie.293x165.jpg?t=1376293580""",,"It Is the Year 2034. Beneath the ruins of post-apocalyptic Moscow, in the tunnels of the Metro, the remnants of mankind are besieged by deadly threats from outside – and within. Mutants stalk the catacombs beneath the desolate surface, and hunt amidst the poisoned skies above.",72,"English,Czech,Dutch,French,German,Italian,Polish,Russian,Spanish","""http://cdn.akamai.steamstatic.com/steam/apps/2028693/movie480.webm?t=1376293580""",http://store.steampowered.com/app/43160/,4A Games
,,,"{'pc': {'recommended': {'hard_drive': '', 'network': '', 'memory': '', 'os': '', 'processor': '', 'directx': ''}, 'minimum': {'hard_drive': '', 'network': '', 'memory': '', 'os': '', 'processor': '', 'directx': ''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",,,,,,73,,,http://store.steampowered.com/,
http://dungeondefenders.com/,Trendy Entertainment,"Action,Indie,RPG,Strategy","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'2GB RAM', 'os': u'Windows 7', 'processor': u'2Ghz Dual-Core CPU', 'directx': u'9.0c'}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'1 GB RAM', 'os': u'Windows XP', 'processor': u'1 Ghz Dual-Core CPU', 'directx': u'9.0c'}}, 'mac': {'recommended': {'os': u'Windows 7', 'processor': u'2Ghz Dual-Core CPU', 'memory': u'2GB RAM'}, 'minimum': {'os': u'Windows XP', 'processor': u'1 Ghz Dual-Core CPU', 'memory': u'1 GB RAM'}}}",Dungeon Defenders,"""http://cdn.akamai.steamstatic.com/steam/apps/81194/movie_max.webm?t=1318030622""","""http://cdn.akamai.steamstatic.com/steam/apps/81194/movie.293x165.jpg?t=1318030622""",18 Oct 2011,Create a hero from one of four classes to save Etheria in this 4-player coop Tower Defense Action-RPG. Includes Steam exclusive Portal gun & TF2 familiars!,74,"English,French,German,Italian,Spanish","""http://cdn.akamai.steamstatic.com/steam/apps/81194/movie480.webm?t=1318030622""",http://store.steampowered.com/app/65800/,Trendy Entertainment
http://www.strongholdkingdoms.com,Firefly Studios,"Free to Play,Massively Multiplayer,Strategy","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Stronghold Kingdoms,"""http://cdn.akamai.steamstatic.com/steam/apps/2028151/movie_max.webm?t=1386782621""","""http://cdn.akamai.steamstatic.com/steam/apps/2028151/movie.293x165.jpg?t=1386782621""",27 Feb 2012,"Live the life of a medieval lord in Stronghold Kingdoms, the world’s first persistent Castle MMO.",75,"English,French,German,Italian,Polish,Portuguese-Brazil,Russian,Spanish,Turkish","""http://cdn.akamai.steamstatic.com/steam/apps/2028151/movie480.webm?t=1386782621""",http://store.steampowered.com/app/47410/,FireFly Studios
http://www.rockstargames.com/iv,Rockstar Games,"Action,Adventure","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Grand Theft Auto IV,,,2 Dec 2008,"What does the American dream mean today? For Niko Bellic fresh off the boat from Europe, it is the hope he can escape from his past. For his cousin, Roman, it is the vision that together they can find fortune in Liberty City, gateway to the land of opportunity.",76,"English,French,Italian,German,Spanish",,http://store.steampowered.com/app/12210/,Rockstar North
http://www.telltalegames.com/thewolfamongus,Telltale Games,Adventure,"{'pc': {'recommended': {'hard_drive': u'2 GB available space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows 7', 'processor': u'Core 2 Duo 2.3 Ghz or equivalent', 'directx': u'Version 9.0c'}, 'minimum': {'hard_drive': u'2 GB available space', 'network': u'', 'memory': u'3 GB RAM', 'os': u'Windows XP Service Pack 3', 'processor': u'Core 2 Duo 2GHz or equivalent', 'directx': u'Version 9.0c'}}, 'mac': {'recommended': {'os': u'Windows 7', 'processor': u'Core 2 Duo 2.3 Ghz or equivalent', 'memory': u'4 GB RAM'}, 'minimum': {'os': u'Windows XP Service Pack 3', 'processor': u'Core 2 Duo 2GHz or equivalent', 'memory': u'3 GB RAM'}}}",The Wolf Among Us,"""http://cdn.akamai.steamstatic.com/steam/apps/2032560/movie_max.webm?t=1401215588""","""http://cdn.akamai.steamstatic.com/steam/apps/2032560/movie.293x165.jpg?t=1401215588""",11 Oct 2013,"From the makers of the 2012 Game of the Year: The Walking Dead, comes a gritty, violent and mature thriller based on the award-winning Fables comic books (DC Comics/Vertigo). As Bigby Wolf - THE big bad wolf - you will discover that a brutal, bloody murder is just a taste of things to come in a game series where your every decision can...",77,English,"""http://cdn.akamai.steamstatic.com/steam/apps/2032560/movie480.webm?t=1401215588""",http://store.steampowered.com/app/250320/,Telltale Games
http://www.introversion.co.uk/prisonarchitect/,Introversion Software,"Early Access,Indie,Simulation,Strategy","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': u'', 'processor': u'', 'memory': u''}, 'minimum': {'os': u'', 'processor': u'', 'memory': u''}}}",Prison Architect,"""http://cdn.akamai.steamstatic.com/steam/apps/2028463/movie_max.webm?t=1363799952""","""http://cdn.akamai.steamstatic.com/steam/apps/2028463/movie.293x165.jpg?t=1363799952""",,Build and Manage A Maximum Security Prison.,78,English,"""http://cdn.akamai.steamstatic.com/steam/apps/2028463/movie480.webm?t=1363799952""",http://store.steampowered.com/app/233450/,Introversion Software
http://www.splintercell.com,Ubisoft,"Action,Adventure","{'pc': {'recommended': {'hard_drive': u'25 GB HD space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'', 'processor': u'2.66 GHz Intel\xae Core\u21222 Quad Q8400 or 3.00 GHz AMD Phenom\u2122 II X4 940 or better', 'directx': u'11'}, 'minimum': {'hard_drive': u'25 GB HD space', 'network': u'', 'memory': u'2 GB RAM', 'os': u'Windows\xae XP (SP3) / Windows Vista\xae (SP2) / Windows\xae 7 (SP1) / Windows\xae 8', 'processor': u'2.53 GHz Intel\xae Core\u21222 Duo E6400 or 2.80 GHz AMD Athlon\u2122 64 X2 5600+ or better', 'directx': u'9'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Tom Clancy’s Splinter Cell Blacklist,"""http://cdn.akamai.steamstatic.com/steam/apps/2028949/movie_max.webm?t=1376614410""","""http://cdn.akamai.steamstatic.com/steam/apps/2028949/movie.293x165.jpg?t=1376614410""",22 Aug 2013,"The United States has a military presence in two-thirds of countries around the world, and some of them have had enough. A group of terrorists calling themselves The Engineers initiate a terror ultimatum called the Blacklist - a deadly countdown of escalating attacks on U.S. interests.",79,"English,German,French,Italian,Spanish,Traditional Chinese,Russian,Japanese,Polish,Danish,Dutch,Norwegian,Swedish,Hungarian,Czech,Portuguese-Brazil","""http://cdn.akamai.steamstatic.com/steam/apps/2028949/movie480.webm?t=1376614410""",http://store.steampowered.com/app/235600/,Ubisoft Toronto
http://www.infestationmmo.com/,OP Productions,"Action,Indie,Massively Multiplayer,RPG,Simulation","{'pc': {'recommended': {'hard_drive': u'3 GB HD space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows 7 (enhanced for 64-bit OS)', 'processor': u'2.4 GHZ Quad Core or better', 'directx': u'9.0b'}, 'minimum': {'hard_drive': u'3 GB HD space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows Vista/Windows 7 (enhanced for 64-bit OS)', 'processor': u'2.4 GHZ Quad Core or better', 'directx': u'9.0'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Infestation: Survivor Stories,"""http://cdn.akamai.steamstatic.com/steam/apps/2028860/movie_max.webm?t=1379357960""","""http://cdn.akamai.steamstatic.com/steam/apps/2028860/movie.293x165.jpg?t=1379357960""",17 Dec 2012,"Infestation is a Survival Horror MMO that immerses players in a zombie-infested, post-apocalyptic world in which a viral outbreak has decimated the human population leaving in its wake, a nightmare of epic proportion.",80,English,"""http://cdn.akamai.steamstatic.com/steam/apps/2028860/movie480.webm?t=1379357960""",http://store.steampowered.com/app/226700/,Hammerpoint Interactive
http://www.planetaryannihilation.com,Uber Entertainment,"Early Access,Strategy","{'pc': {'recommended': {'hard_drive': u'2 GB HD space', 'network': u'', 'memory': u'8 GB RAM', 'os': u'', 'processor': u'Quad Core', 'directx': u'9.0c'}, 'minimum': {'hard_drive': u'2 GB HD space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows Vista SP2 64-bit', 'processor': u'32 or 64-bit Dual Core or better', 'directx': u'9.0c'}}, 'mac': {'recommended': {'os': u'', 'processor': u'Quad Core', 'memory': u'8 GB RAM'}, 'minimum': {'os': u'Windows Vista SP2 64-bit', 'processor': u'32 or 64-bit Dual Core or better', 'memory': u'4 GB RAM'}}}",Planetary Annihilation,"""http://cdn.akamai.steamstatic.com/steam/apps/2029545/movie_max.webm?t=1380219695""","""http://cdn.akamai.steamstatic.com/steam/apps/2029545/movie.293x165.jpg?t=1380219695""",13 Jun 2013,"Colonize solar systems, smash entire worlds, and crush your foes in epic battles with multiple players and thousands of units. Don't just win, annihilate!",81,English,"""http://cdn.akamai.steamstatic.com/steam/apps/2029545/movie480.webm?t=1380219695""",http://store.steampowered.com/app/233250/,Uber Entertainment
http://www.thinkwithportals.com/,Valve,"Action,Adventure","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': u'', 'processor': u'', 'memory': u''}, 'minimum': {'os': u'', 'processor': u'', 'memory': u''}}}",Portal 2,"""http://cdn.akamai.steamstatic.com/steam/apps/81613/movie_max.webm?t=1335558219""","""http://cdn.akamai.steamstatic.com/steam/apps/81613/movie.293x165.jpg?t=1335558219""",18 Apr 2011,"The ""Perpetual Testing Initiative"" has been expanded to allow you to design co-op puzzles for you and your friends!",82,"English,French,German,Spanish,Czech,Danish,Dutch,Finnish,Hungarian,Italian,Japanese,Korean,Norwegian,Polish,Portuguese,Romanian,Russian,Simplified Chinese,Swedish,Thai,Traditional Chinese,Turkish","""http://cdn.akamai.steamstatic.com/steam/apps/81613/movie480.webm?t=1335558219""",http://store.steampowered.com/app/620/,Valve
http://www.saintsrow.com/,Deep Silver,Action,"{'pc': {'recommended': {'hard_drive': u'10 GB', 'network': u'', 'memory': u'4GB System RAM or more', 'os': u'Microsoft\xae Windows\xae 7', 'processor': u'Any Quad Core Processor (Intel\xae Core i5 or AMD Phenom\u2122 II X4) or 3.0+ Dual Core CPU', 'directx': u'DirectX\xae 11'}, 'minimum': {'hard_drive': u'10GB', 'network': u'', 'memory': u'2GB System RAM or more', 'os': u'Windows\xae XP', 'processor': u'2GHz Dual Core Processor (Intel\xae Core 2 Duo or AMD Athlon\u2122 X2) or higher', 'directx': u'9.0c'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Saints Row: The Third,,,17 Nov 2011,Get ready for the most out-landish gameplay scenarios ever seen as the Third Street Saints take on the Syndicate!,83,"English,Czech,Dutch,French,German,Italian,Polish,Russian,Spanish",,http://store.steampowered.com/app/55230/,Volition
http://www.wizards.com/magic/digital/duelsoftheplaneswalkers.aspx,Wizards of the Coast LLC,Strategy,"{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Magic 2014 — Duels of the Planeswalkers,"""http://cdn.akamai.steamstatic.com/steam/apps/2028748/movie_max.webm?t=1379472797""","""http://cdn.akamai.steamstatic.com/steam/apps/2028748/movie.293x165.jpg?t=1379472797""",26 Jun 2013,"Ignite your spark with Magic 2014 — Duels of the Planeswalkers! With over 12 million fans, discover what makes Magic: The Gathering the world’s premier trading card game. Become a Planeswalker and travel the planes of existence unleashing a torrent of spells and creatures to devastate your opponents.",84,"English,French,German,Italian,Japanese,Korean,Portuguese-Brazil,Russian,Spanish","""http://cdn.akamai.steamstatic.com/steam/apps/2028748/movie480.webm?t=1379472797""",http://store.steampowered.com/app/213850/,Stainless Games
http://www.apb.com/,Gamersfirst,"Action,Free to Play,Massively Multiplayer","{'pc': {'recommended': {'hard_drive': u'7 GB HD space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows Vista 64-Bit / Windows 7 64-Bit', 'processor': u'2.4GHz Intel Core 2 Quad or equivalent AMD x4', 'directx': u'dx90c'}, 'minimum': {'hard_drive': u'7 GB HD space', 'network': u'', 'memory': u'3 GB RAM', 'os': u'Windows XP', 'processor': u'Intel Core 2 Duo E6420 (2.13GHz) or AMD Athlon x2 5800+ (3.0GHz)', 'directx': u'dx90c'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",APB Reloaded,"""http://cdn.akamai.steamstatic.com/steam/apps/2031687/movie_max.webm?t=1397675717""","""http://cdn.akamai.steamstatic.com/steam/apps/2031687/movie.293x165.jpg?t=1397675717""",6 Dec 2011,"Hit the streets as a licensed vigilante or hardened criminal in the crime-ravaged metropolis of San Paro where shootouts, car-chases, robbery, and vandalism are all in a day's work. Climb the ranks of your chosen organization and you could earn fame, deadly weapons, exotic vehicles, and stylish new clothing; fail, and you'll be just...",85,English,"""http://cdn.akamai.steamstatic.com/steam/apps/2031687/movie480.webm?t=1397675717""",http://store.steampowered.com/app/113400/,Reloaded Productions
http://www.sinsofasolarempire.com,Stardock Entertainment,Strategy,"{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'4 GB Available System Memory', 'os': u'', 'processor': u'Intel Core i5/i7 Processor or Equivalent', 'directx': u''}, 'minimum': {'hard_drive': u'5 GB HD space', 'network': u'', 'memory': u'2 GB Available System Memory', 'os': u'Windows 8 / Windows 7 SP1 / Windows Vista SP2', 'processor': u'3 GHz Intel Pentium 4 Processor or Equivalent', 'directx': u'9.0c'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Sins of a Solar Empire®: Rebellion,"""http://cdn.akamai.steamstatic.com/steam/apps/81546/movie_max.webm?t=1339520135""","""http://cdn.akamai.steamstatic.com/steam/apps/81546/movie.293x165.jpg?t=1339520135""",12 Jun 2012,"Command a space-faring empire in Sins of a Solar Empire: Rebellion, the new stand-alone expansion that combines 4X depth with real-time strategy gameplay.",86,"English,Japanese","""http://cdn.akamai.steamstatic.com/steam/apps/81546/movie480.webm?t=1339520135""",http://store.steampowered.com/app/204880/,Ironclad Games
http://hitman.com/,"SQUARE ENIX, Eidos Interactive",Action,"{'pc': {'recommended': {'hard_drive': u'24GB', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows 7 64-bit', 'processor': u'Intel Core i7 or AMD Athlon II X4', 'directx': u'11'}, 'minimum': {'hard_drive': u'24GB', 'network': u'', 'memory': u'2 GB RAM', 'os': u'Windows Vista, 7', 'processor': u'True dual core CPU (Intel, AMD)', 'directx': u'10'}}, 'mac': {'recommended': {'os': u'Windows 7 64-bit', 'processor': u'Intel Core i7 or AMD Athlon II X4', 'memory': u'4 GB RAM'}, 'minimum': {'os': u'Windows Vista, 7', 'processor': u'True dual core CPU (Intel, AMD)', 'memory': u'2 GB RAM'}}}",Hitman: Absolution™,"""http://cdn.akamai.steamstatic.com/steam/apps/2028135/movie_max.webm?t=1353370899""","""http://cdn.akamai.steamstatic.com/steam/apps/2028135/movie.293x165.jpg?t=1353370899""",19 Nov 2012,"The original assassin is back! Betrayed by the Agency and hunted by the police, Agent 47 finds himself pursuing redemption in a corrupt and twisted world.",87,"English,French,German,Italian,Spanish,Polish,Russian,Turkish","""http://cdn.akamai.steamstatic.com/steam/apps/2028135/movie480.webm?t=1353370899""",http://store.steampowered.com/app/203140/,IO Interactive
http://www.farming-simulator.com/,Focus Home Interactive,"Casual,Simulation","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': u'', 'processor': u'', 'memory': u''}, 'minimum': {'os': u'', 'processor': u'', 'memory': u''}}}",Farming Simulator 2013 Titanium Edition,"""http://cdn.akamai.steamstatic.com/steam/apps/2029499/movie_max.webm?t=1381331674""","""http://cdn.akamai.steamstatic.com/steam/apps/2029499/movie.293x165.jpg?t=1381331674""",9 Oct 2013,"Animal husbandry, crops, sales… It's up to you to manage and grow your own farm in a huge, totally new world!",88,"English,German,French,Italian,Spanish,Russian,Japanese","""http://cdn.akamai.steamstatic.com/steam/apps/2029499/movie480.webm?t=1381331674""",http://store.steampowered.com/app/220260/,Giants Software
http://www.thewitcher.com,CD Projekt RED,"Action,RPG","{'pc': {'recommended': {'hard_drive': u'10.5 GB free space on HDD', 'network': u'', 'memory': u'4GB RAM', 'os': u'OS X version 10.6.8 or later.', 'processor': u'Intel Core i5 or Core i7 (any)', 'directx': u''}, 'minimum': {'hard_drive': u'10.5 GB free space on HDD', 'network': u'', 'memory': u'2GB RAM', 'os': u'OS X version 10.6.8 or later.', 'processor': u'Intel Core 2 Duo (any)', 'directx': u''}}, 'mac': {'recommended': {'os': u'OS X version 10.6.8 or later.', 'processor': u'Intel Core i5 or Core i7 (any)', 'memory': u'4GB RAM'}, 'minimum': {'os': u'OS X version 10.6.8 or later.', 'processor': u'Intel Core 2 Duo (any)', 'memory': u'2GB RAM'}}}",The Witcher: Enhanced Edition Director's Cut,"""http://cdn.akamai.steamstatic.com/steam/apps/5089/movie_max.webm?t=1256660124""","""http://cdn.akamai.steamstatic.com/steam/apps/5089/movie.jpg?t=1256660124""",16 Sep 2008,Now you can experience this fantastic RPG on Mac and PC!,89,"English,French,German,Spanish,Italian,Czech,Russian,Hungarian,Polish,Traditional Chinese","""http://cdn.akamai.steamstatic.com/steam/apps/5089/movie480.webm?t=1256660124""",http://store.steampowered.com/app/20900/,CD Projekt RED
http://www.tornbanner.com,Torn Banner Studios,"Action,Indie","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Chivalry: Medieval Warfare,"""http://cdn.akamai.steamstatic.com/steam/apps/2028138/movie_max.webm?t=1353366600""","""http://cdn.akamai.steamstatic.com/steam/apps/2028138/movie.293x165.jpg?t=1353366600""",16 Oct 2012,"Besiege castles and raid villages in Chivalry: Medieval Warfare, a fast-paced medieval first person slasher with a focus on multiplayer battles",90,"English,German,French,Italian,Spanish,Russian,Polish,Simplified Chinese,Traditional Chinese","""http://cdn.akamai.steamstatic.com/steam/apps/2028138/movie480.webm?t=1353366600""",http://store.steampowered.com/app/219640/,Torn Banner Studios
http://www.bioshockinfinite.com/,2K Games,Action,"{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'4GB', 'os': u'Windows 7 Service Pack 1 64-bit', 'processor': u'Quad Core Processor', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'2GB', 'os': u'Windows Vista Service Pack 2 32-bit', 'processor': u'Intel Core 2 DUO 2.4 GHz / AMD Athlon X2 2.7 GHz', 'directx': u''}}, 'mac': {'recommended': {'os': u'Windows 7 Service Pack 1 64-bit', 'processor': u'Quad Core Processor', 'memory': u'4GB'}, 'minimum': {'os': u'Windows Vista Service Pack 2 32-bit', 'processor': u'Intel Core 2 DUO 2.4 GHz / AMD Athlon X2 2.7 GHz', 'memory': u'2GB'}}}",BioShock Infinite,"""http://cdn.akamai.steamstatic.com/steam/apps/2028092/movie_max.webm?t=1352079200""","""http://cdn.akamai.steamstatic.com/steam/apps/2028092/movie.293x165.jpg?t=1352079200""",25 Mar 2013,"Indebted to the wrong people, with his life on the line, veteran of the U.S. Cavalry and now hired gun, Booker DeWitt has only one opportunity to wipe his slate clean. He must rescue Elizabeth, a mysterious girl imprisoned since childhood and locked up in the flying city of Columbia.",91,"English,French,German,Italian,Spanish,Polish,Portuguese-Brazil,Russian,Japanese,Korean","""http://cdn.akamai.steamstatic.com/steam/apps/2028092/movie480.webm?t=1352079200""",http://store.steampowered.com/app/8870/,Irrational Games
http://www.deadisland.com,Deep Silver,"Action,RPG","{'pc': {'recommended': {'hard_drive': u'7 GB available hard drive space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows 7', 'processor': u'Core2Duo 2.66 GHz', 'directx': u'DirectX 9.0C'}, 'minimum': {'hard_drive': u'7 GB available hard drive space', 'network': u'', 'memory': u'1 GB RAM', 'os': u'Windows XP', 'processor': u'Core2Duo 2.66 GHz', 'directx': u'DirectX 9.0C'}}, 'mac': {'recommended': {'os': u'Windows 7', 'processor': u'Core2Duo 2.66 GHz', 'memory': u'4 GB RAM'}, 'minimum': {'os': u'Windows XP', 'processor': u'Core2Duo 2.66 GHz', 'memory': u'1 GB RAM'}}}",Dead Island,"""http://cdn.akamai.steamstatic.com/steam/apps/80865/movie_max.webm?t=1310661666""","""http://cdn.akamai.steamstatic.com/steam/apps/80865/movie.293x165.jpg?t=1310661666""",,A holiday paradise gone mad. A tropical island turns into total chaos after a mysterious zombie outbreak.,92,"English,French,Italian,Spanish,German,Czech,Japanese,Polish,Russian","""http://cdn.akamai.steamstatic.com/steam/apps/80865/movie480.webm?t=1310661666""",http://store.steampowered.com/app/91310/,Techland
