website,publisher,genres,requirements,name,video_hd,poster,release_date,about,rank,languages,video,link,developer
http://www.dota2.com/,Valve,"Action,Free to Play,Strategy","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': u'', 'processor': u'', 'memory': u''}, 'minimum': {'os': u'', 'processor': u'', 'memory': u''}}}",Dota 2,"""http://cdn.akamai.steamstatic.com/steam/apps/81026/movie_max.webm?t=1400092012""","""http://cdn.akamai.steamstatic.com/steam/apps/81026/movie.293x165.jpg?t=1400092012""",9 Jul 2013,"Dota is a competitive game of action and strategy, played both professionally and casually by millions of passionate fans worldwide. Players pick from a pool of over a hundred heroes, forming two teams of five players.",1,"English,Bulgarian,Czech,Danish,Dutch,Finnish,French,German,Greek,Hungarian,Italian,Japanese,Korean,Norwegian,Polish,Portuguese,Portuguese-Brazil,Romanian,Russian,Simplified Chinese,Spanish,Swedish,Thai,Traditional Chinese,Turkish,Ukrainian","""http://cdn.akamai.steamstatic.com/steam/apps/81026/movie480.webm?t=1400092012""",http://store.steampowered.com/app/570/,Valve
http://blog.counter-strike.net/,Valve,Action,"{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': u'', 'processor': u'', 'memory': u''}, 'minimum': {'os': u'', 'processor': u'', 'memory': u''}}}",Counter-Strike: Global Offensive,"""http://cdn.akamai.steamstatic.com/steam/apps/81958/movie_max.webm?t=1346193215""","""http://cdn.akamai.steamstatic.com/steam/apps/81958/movie.293x165.jpg?t=1346193215""",21 Aug 2012,"Counter-Strike: Global Offensive (CS: GO) will expand upon the team-based action gameplay that it pioneered when it was launched 12 years ago. CS: GO features new maps, characters, and weapons and delivers updated versions of the classic CS content (de_dust, etc.).",2,"English,Czech,Danish,Dutch,Finnish,French,German,Hungarian,Italian,Japanese,Korean,Norwegian,Polish,Portuguese,Portuguese-Brazil,Romanian,Russian,Simplified Chinese,Spanish,Swedish,Thai,Traditional Chinese,Turkish,Bulgarian,Ukrainian","""http://cdn.akamai.steamstatic.com/steam/apps/81958/movie480.webm?t=1346193215""",http://store.steampowered.com/app/730/,Valve
http://www.teamfortress.com/,Valve,"Action,Free to Play","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': u'', 'processor': u'', 'memory': u''}, 'minimum': {'os': u'', 'processor': u'', 'memory': u''}}}",Team Fortress 2,"""http://cdn.akamai.steamstatic.com/steam/apps/2030252/movie_max.webm?t=1385082405""","""http://cdn.akamai.steamstatic.com/steam/apps/2030252/movie.293x165.jpg?t=1385082405""",10 Oct 2007,"Nine distinct classes provide a broad range of tactical abilities and personalities. Constantly updated with new game modes, maps, equipment and, most importantly, hats!",3,"English,Danish,Dutch,Finnish,French,German,Italian,Japanese,Norwegian,Polish,Portuguese,Russian,Simplified Chinese,Spanish,Swedish,Traditional Chinese,Korean,Czech,Hungarian,Portuguese-Brazil,Turkish,Greek","""http://cdn.akamai.steamstatic.com/steam/apps/2030252/movie480.webm?t=1385082405""",http://store.steampowered.com/app/440/,Valve
http://www.garrysmod.com/,Valve,"Indie,Simulation","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'1GB RAM', 'os': u'', 'processor': u'Pentium 4 processor (3.0GHz, or better)', 'directx': u''}, 'minimum': {'hard_drive': u'150 MB', 'network': u'', 'memory': u'512MB RAM', 'os': u'Windows\xae Vista/XP/2000', 'processor': u'1.7 GHz Processor', 'directx': u''}}, 'mac': {'recommended': {'os': u'', 'processor': u'Pentium 4 processor (3.0GHz, or better)', 'memory': u'1GB RAM'}, 'minimum': {'os': u'Windows\xae Vista/XP/2000', 'processor': u'1.7 GHz Processor', 'memory': u'512MB RAM'}}}",Garry's Mod,,,29 Nov 2006,Garry's Mod is a physics sandbox. Unlike regular games there aren't any predefined aims or goals. We give you the tools and leave you to play.,4,English,,http://store.steampowered.com/app/4000/,Facepunch Studios
,,,"{'pc': {'recommended': {'hard_drive': '', 'network': '', 'memory': '', 'os': '', 'processor': '', 'directx': ''}, 'minimum': {'hard_drive': '', 'network': '', 'memory': '', 'os': '', 'processor': '', 'directx': ''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",,,,,,5,,,http://store.steampowered.com/agecheck/app/72850/,
http://www.civilization.com,2K Games,Strategy,"{'pc': {'recommended': {'hard_drive': u'8 GB Free', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows\xae Vista SP2/ Windows\xae 7', 'processor': u'1.8 GHz Quad Core CPU', 'directx': u'DirectX\xae version 11'}, 'minimum': {'hard_drive': u'8 GB Free', 'network': u'', 'memory': u'2GB RAM', 'os': u'Windows\xae XP SP3/ Windows\xae Vista SP2/ Windows\xae 7', 'processor': u'Intel Core 2 Duo 1.8 GHz or AMD Athlon X2 64 2.0 GHz', 'directx': u'DirectX\xae version 9.0c'}}, 'mac': {'recommended': {'os': u'Windows\xae Vista SP2/ Windows\xae 7', 'processor': u'1.8 GHz Quad Core CPU', 'memory': u'4 GB RAM'}, 'minimum': {'os': u'Windows\xae XP SP3/ Windows\xae Vista SP2/ Windows\xae 7', 'processor': u'Intel Core 2 Duo 1.8 GHz or AMD Athlon X2 64 2.0 GHz', 'memory': u'2GB RAM'}}}",Sid Meier's Civilization® V,"""http://cdn.akamai.steamstatic.com/steam/apps/5690/movie_max.webm?t=1273185407""","""http://cdn.akamai.steamstatic.com/steam/apps/5690/movie.293x165.jpg?t=1273185407""",23 Sep 2010,"Create, discover, and download new player-created maps, scenarios, interfaces, and more!",6,"English,French,German,Italian,Spanish,Polish,Japanese,Korean,Russian,Traditional Chinese","""http://cdn.akamai.steamstatic.com/steam/apps/5690/movie480.webm?t=1273185407""",http://store.steampowered.com/app/8930/,Firaxis Games
,,,"{'pc': {'recommended': {'hard_drive': '', 'network': '', 'memory': '', 'os': '', 'processor': '', 'directx': ''}, 'minimum': {'hard_drive': '', 'network': '', 'memory': '', 'os': '', 'processor': '', 'directx': ''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",,,,,,7,,,http://store.steampowered.com/agecheck/app/218620/,
,,,"{'pc': {'recommended': {'hard_drive': '', 'network': '', 'memory': '', 'os': '', 'processor': '', 'directx': ''}, 'minimum': {'hard_drive': '', 'network': '', 'memory': '', 'os': '', 'processor': '', 'directx': ''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",,,,,,8,,,http://store.steampowered.com/agecheck/app/49520/,
http://www.footballmanager.com/,SEGA,"Simulation,Sports","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': u'', 'processor': u'', 'memory': u''}, 'minimum': {'os': u'', 'processor': u'', 'memory': u''}}}",Football Manager 2014,,,30 Oct 2013,"- Play it whenever, wherever, however Play on Linux for the first time, plus the inclusion of ‘cloud-save’ technology which means that managers can now pursue a single career from any computer, anywhere in the world.",9,"English,French,Italian,Spanish,Czech,Danish,Dutch,Norwegian,Polish,Portuguese,Swedish,Turkish,Greek,Portuguese-Brazil",,http://store.steampowered.com/app/231670/,Sports Interactive
http://www.terraria.org/,Re-Logic,"Action,Adventure,Indie,RPG","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Terraria,"""http://cdn.akamai.steamstatic.com/steam/apps/2029566/movie_max.webm?t=1380565329""","""http://cdn.akamai.steamstatic.com/steam/apps/2029566/movie.293x165.jpg?t=1380565329""",16 May 2011,"Dig, fight, explore, build! Nothing is impossible in this action-packed adventure game. Four Pack also available!",10,English,"""http://cdn.akamai.steamstatic.com/steam/apps/2029566/movie480.webm?t=1380565329""",http://store.steampowered.com/app/105600/,Re-Logic
,Valve,Action,"{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': u'', 'processor': u'', 'memory': u''}, 'minimum': {'os': u'', 'processor': u'', 'memory': u''}}}",Counter-Strike,,,1 Nov 2000,Play the world's number 1 online action game. Engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. Ally with teammates to complete strategic missions. Take out enemy sites. Rescue hostages. Your role affects your team's success. Your team's success affects your role.,11,"English,French,German,Italian,Korean,Spanish,Simplified Chinese,Traditional Chinese",,http://store.steampowered.com/app/10/,Valve
,,,"{'pc': {'recommended': {'hard_drive': '', 'network': '', 'memory': '', 'os': '', 'processor': '', 'directx': ''}, 'minimum': {'hard_drive': '', 'network': '', 'memory': '', 'os': '', 'processor': '', 'directx': ''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",,,,,,12,,,http://store.steampowered.com/agecheck/app/230410/,
http://www.playrust.com/,Facepunch Studios,"Adventure,Early Access,Indie,RPG","{'pc': {'recommended': {'hard_drive': u'2 GB available space', 'network': u'Broadband Internet connection', 'memory': u'8 GB RAM', 'os': u'Windows 8.1', 'processor': u'3 ghz', 'directx': u'Version 11'}, 'minimum': {'hard_drive': u'1 GB available space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows XP', 'processor': u'2 ghz', 'directx': u'Version 9.0'}}, 'mac': {'recommended': {'os': u'Windows 8.1', 'processor': u'3 ghz', 'memory': u'8 GB RAM'}, 'minimum': {'os': u'Windows XP', 'processor': u'2 ghz', 'memory': u'4 GB RAM'}}}",Rust,"""http://cdn.akamai.steamstatic.com/steam/apps/2030269/movie_max.webm?t=1386784824""","""http://cdn.akamai.steamstatic.com/steam/apps/2030269/movie.293x165.jpg?t=1386784824""",11 Dec 2013,"The only aim in Rust is to survive. To do this you will need to overcome struggles such as hunger, thirst and cold. Build a fire. Build a shelter. Kill animals for meat. Protect yourself from other players. Create alliances with other players and together form a town. Whatever it takes to survive.",13,English,"""http://cdn.akamai.steamstatic.com/steam/apps/2030269/movie480.webm?t=1386784824""",http://store.steampowered.com/app/252490/,Facepunch Studios
,Valve,Action,"{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': u'', 'processor': u'', 'memory': u''}, 'minimum': {'os': u'', 'processor': u'', 'memory': u''}}}",Counter-Strike: Source,,,1 Nov 2004,"Just updated to include player stats, achievements, new scoreboards and more!",14,"English,French,German,Italian,Japanese,Korean,Spanish,Russian,Simplified Chinese,Traditional Chinese,Thai,Turkish",,http://store.steampowered.com/app/240/,Valve
http://www.arma3.com,Bohemia Interactive,"Action,Simulation,Strategy","{'pc': {'recommended': {'hard_drive': u'25 GB free space (SSD/Hybrid HDD/SSHD storage)', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows 7/ 8 (64bit)', 'processor': u'Intel Core i5-2300 or AMD Phenom II X4 940 or better', 'directx': u'11'}, 'minimum': {'hard_drive': u'15 GB free space', 'network': u'', 'memory': u'2 GB RAM', 'os': u'Windows Vista SP2 or Windows 7 SP1', 'processor': u'Intel Dual-Core 2.4 GHz or AMD Dual-Core Athlon 2.5 GHz', 'directx': u'10'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Arma 3,"""http://cdn.akamai.steamstatic.com/steam/apps/2029388/movie_max.webm?t=1379077263""","""http://cdn.akamai.steamstatic.com/steam/apps/2029388/movie.293x165.jpg?t=1379077263""",12 Sep 2013,"Experience true combat gameplay in a massive military sandbox. Deploying a wide variety of single- and multiplayer content, over 20 vehicles and 40 weapons, and limitless opportunities for content creation, the PC’s premier military game series is back. Authentic, diverse, open - Arma 3 sends you to war.",15,"English,French,Italian,German,Spanish,Czech,Polish,Portuguese-Brazil,Russian","""http://cdn.akamai.steamstatic.com/steam/apps/2029388/movie480.webm?t=1379077263""",http://store.steampowered.com/app/107410/,Bohemia Interactive
http://www.l4d.com,Valve,Action,"{'pc': {'recommended': {'hard_drive': u'At least 13 GB of free space', 'network': u'', 'memory': u'1 GB for XP / 2GB for Vista', 'os': u'Windows\xae 7 32/64-bit / Vista 32/64 / XP', 'processor': u'Intel core 2 duo 2.4GHz', 'directx': u''}, 'minimum': {'hard_drive': u'At least 13 GB of free space', 'network': u'', 'memory': u'1 GB for XP / 2GB for Vista', 'os': u'Windows\xae 7 32/64-bit / Vista 32/64 / XP', 'processor': u'Pentium 4 3.0GHz', 'directx': u''}}, 'mac': {'recommended': {'os': u'Windows\xae 7 32/64-bit / Vista 32/64 / XP', 'processor': u'Intel core 2 duo 2.4GHz', 'memory': u'1 GB for XP / 2GB for Vista'}, 'minimum': {'os': u'Windows\xae 7 32/64-bit / Vista 32/64 / XP', 'processor': u'Pentium 4 3.0GHz', 'memory': u'1 GB for XP / 2GB for Vista'}}}",Left 4 Dead 2,"""http://cdn.akamai.steamstatic.com/steam/apps/5952/movie_max.webm?t=1285896553""","""http://cdn.akamai.steamstatic.com/steam/apps/5952/movie.293x165.jpg?t=1285896553""",16 Nov 2009,"Set in the zombie apocalypse, Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead, the #1 co-op game of 2008. This co-operative action horror FPS takes you and your friends through the cities, swamps and cemeteries of the Deep South, from Savannah to New Orleans across five expansive campaigns.",16,"English,Danish,Dutch,Finnish,French,German,Italian,Japanese,Korean,Norwegian,Polish,Portuguese,Russian,Simplified Chinese,Spanish,Swedish,Traditional Chinese,Hungarian,Turkish","""http://cdn.akamai.steamstatic.com/steam/apps/5952/movie480.webm?t=1285896553""",http://store.steampowered.com/app/550/,Valve
http://www.totalwar.com/rome2,Sega,Strategy,"{'pc': {'recommended': {'hard_drive': u'35 GB HD space', 'network': u'', 'memory': u'4GB RAM', 'os': u'Windows 7 / Windows 8', 'processor': u'2nd Generation Intel Core i5 processor (or greater)', 'directx': u'11'}, 'minimum': {'hard_drive': u'35 GB HD space', 'network': u'', 'memory': u'2GB RAM', 'os': u'XP/ Vista / Windows 7 / Windows 8', 'processor': u'2 GHz Intel Dual Core processor / 2.6 GHz Intel Single Core processor', 'directx': u'9.0c'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Total War™: ROME II,"""http://cdn.akamai.steamstatic.com/steam/apps/2028961/movie_max.webm?t=1377018739""","""http://cdn.akamai.steamstatic.com/steam/apps/2028961/movie.293x165.jpg?t=1377018739""",2 Sep 2013,"How far will you go for Rome? The award-winning Total War series returns to Rome, setting a brand new quality benchmark for Strategy gaming. Become the world’s first superpower and command the Ancient world’s most incredible war machine. Dominate your enemies by military, economic and political means.",17,"English,German,French,Italian,Spanish,Russian,Polish,Czech,Turkish","""http://cdn.akamai.steamstatic.com/steam/apps/2028961/movie480.webm?t=1377018739""",http://store.steampowered.com/app/214950/,Creative Assembly
http://www.darksoulsii.com,Namco Bandai Games,"Action,RPG","{'pc': {'recommended': {'hard_drive': u'14 GB available space', 'network': u'Broadband Internet connection', 'memory': u'4 GB RAM', 'os': u'Windows 7 SP1, Windows 8', 'processor': u'Intel\xae CoreTM i3 2100 3.10GHz or AMD\xae A8 3870K 3.0GHz', 'directx': u'Version 9.0c'}, 'minimum': {'hard_drive': u'14 GB available space', 'network': u'Broadband Internet connection', 'memory': u'2 GB RAM', 'os': u'Windows Vista SP2, Windows 7 SP1, Windows 8', 'processor': u'AMD\xae Phenom II\u2122 X2 555 3.2Ghz or Intel\xae Pentium Core \u2122 2 Duo E8500 3.17Ghz', 'directx': u'Version 9.0c'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Dark Souls™ II,"""http://cdn.akamai.steamstatic.com/steam/apps/2031053/movie_max.webm?t=1396482002""","""http://cdn.akamai.steamstatic.com/steam/apps/2031053/movie.293x165.jpg?t=1396482002""",24 Apr 2014,"Developed by FROM SOFTWARE, Dark Souls™ II is the highly anticipated sequel to the gruelling 2011 breakout hit Dark Souls. The unique old-school action RPG experience captivated imaginations of gamers worldwide with incredible challenge and intense emotional reward.",18,"English,French,Italian,German,Spanish,Polish,Russian,Korean,Portuguese-Brazil,Traditional Chinese","""http://cdn.akamai.steamstatic.com/steam/apps/2031053/movie480.webm?t=1396482002""",http://store.steampowered.com/app/236430/,"FromSoftware, Inc"
http://farcrygame.com,Ubisoft,"Action,Adventure","{'pc': {'recommended': {'hard_drive': u'15 GB HD space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'', 'processor': u'', 'directx': u'11'}, 'minimum': {'hard_drive': u'15 GB HD space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows XP, Windows Vista and Windows 7', 'processor': u'Intel Core\xae2 Duo E6700 @ 2.6 GHz or AMD Athlon64 X2 6000+ @ 3.0Ghz or better', 'directx': u'9.0c'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Far Cry 3,"""http://cdn.akamai.steamstatic.com/steam/apps/2028177/movie_max.webm?t=1355166201""","""http://cdn.akamai.steamstatic.com/steam/apps/2028177/movie.293x165.jpg?t=1355166201""",28 Nov 2012,Discover the dark secrets of a lawless island ruled by violence and take the fight to the enemy as you try to escape. You’ll need more than luck to escape alive!,19,"English,German,French,Italian,Spanish,Portuguese,Polish,Danish,Dutch,Norwegian,Swedish,Czech,Russian","""http://cdn.akamai.steamstatic.com/steam/apps/2028177/movie480.webm?t=1355166201""",http://store.steampowered.com/app/220240/,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
http://www.taleworlds.com/en/Games/Warband,Paradox Interactive,"Action,RPG","{'pc': {'recommended': {'hard_drive': u'100MB available space', 'network': u'', 'memory': u'1GB RAM', 'os': u'Windows XP or greater', 'processor': u'Intel Core Duo 2.0 GHz or AMD Athlon 64 X2 3600+', 'directx': u''}, 'minimum': {'hard_drive': u'100 MB available space', 'network': u'', 'memory': u'512MB RAM', 'os': u'Windows\xae XP', 'processor': u'Intel Pentium 4 2.0 GHz or AMD 2.5 GHz', 'directx': u''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Mount & Blade: Warband,"""http://cdn.akamai.steamstatic.com/steam/apps/80952/movie_max.webm?t=1311383206""","""http://cdn.akamai.steamstatic.com/steam/apps/80952/movie.293x165.jpg?t=1311383206""",31 Mar 2010,"In a land torn asunder by incessant warfare, it is time to assemble your own band of hardened warriors and enter the fray. Lead your men into battle, expand your realm, and claim the ultimate prize: the throne of Calradia!",20,"English,Czech,French,German,Hungarian,Polish,Simplified Chinese,Traditional Chinese","""http://cdn.akamai.steamstatic.com/steam/apps/80952/movie480.webm?t=1311383206""",http://store.steampowered.com/app/48700/,TaleWorlds Entertainment
http://warthunder.com/,Gaijin Entertainment,"Free to Play,Massively Multiplayer,Simulation","{'pc': {'recommended': {'hard_drive': u'8 GB available space', 'network': u'Broadband Internet connection', 'memory': u'4 GB RAM', 'os': u'Windows 7,', 'processor': u'dual-core 2,4 GHz', 'directx': u'Version 9.0c'}, 'minimum': {'hard_drive': u'8 GB available space', 'network': u'Broadband Internet connection', 'memory': u'1 GB RAM', 'os': u'Windows XP SP2, Windows Vista SP1, Windows 7, Windows 8', 'processor': u'2,2 GHz', 'directx': u'Version 9.0c'}}, 'mac': {'recommended': {'os': u'Windows 7,', 'processor': u'dual-core 2,4 GHz', 'memory': u'4 GB RAM'}, 'minimum': {'os': u'Windows XP SP2, Windows Vista SP1, Windows 7, Windows 8', 'processor': u'2,2 GHz', 'memory': u'1 GB RAM'}}}",War Thunder,"""http://cdn.akamai.steamstatic.com/steam/apps/2032415/movie_max.webm?t=1400171884""","""http://cdn.akamai.steamstatic.com/steam/apps/2032415/movie.293x165.jpg?t=1400171884""",15 Aug 2013,"War Thunder is a next generation MMO combat game dedicated to World War II military aviation, armored vehicles, and fleets. You will take part in all of the major combat battles, fighting with real players all over the world.",21,"English,German,French,Italian,Spanish,Simplified Chinese,Russian,Japanese,Polish,Czech,Turkish,Portuguese","""http://cdn.akamai.steamstatic.com/steam/apps/2032415/movie480.webm?t=1400171884""",http://store.steampowered.com/app/236390/,Gaijin Entertainment
http://www.xcom.com/enemyunknown/,2K Games,Strategy,"{'pc': {'recommended': {'hard_drive': u'20 GB HD space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows 7', 'processor': u'2 GHz Dual Core (Intel Core 2 Duo 2.4 GHz or Athlon X2 2.7 GHz)', 'directx': u'9.0'}, 'minimum': {'hard_drive': u'20 GB HD space', 'network': u'', 'memory': u'2 GB RAM', 'os': u'Windows Vista', 'processor': u'2 GHz Dual Core', 'directx': u'9.0'}}, 'mac': {'recommended': {'os': u'Windows 7', 'processor': u'2 GHz Dual Core (Intel Core 2 Duo 2.4 GHz or Athlon X2 2.7 GHz)', 'memory': u'4 GB RAM'}, 'minimum': {'os': u'Windows Vista', 'processor': u'2 GHz Dual Core', 'memory': u'2 GB RAM'}}}",XCOM: Enemy Unknown,"""http://cdn.akamai.steamstatic.com/steam/apps/82000/movie_max.webm?t=1346971221""","""http://cdn.akamai.steamstatic.com/steam/apps/82000/movie.293x165.jpg?t=1346971221""",11 Oct 2012,The XCOM: Enemy Unknown - Slingshot Pack is Now Available!,23,"English,German,French,Italian,Korean,Spanish,Russian,Japanese,Polish,Traditional Chinese","""http://cdn.akamai.steamstatic.com/steam/apps/82000/movie480.webm?t=1346971221""",http://store.steampowered.com/app/200510/,Firaxis Games
http://www.battleblocktheater.com,The Behemoth,"Action,Adventure,Casual,Indie","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",BattleBlock Theater®,"""http://cdn.akamai.steamstatic.com/steam/apps/2031288/movie_max.webm?t=1395345471""","""http://cdn.akamai.steamstatic.com/steam/apps/2031288/movie.293x165.jpg?t=1395345471""",15 May 2014,"Welcome to BattleBlock Theater! You’ve got no where to go but up...on stage. Play single player or co-op to free your friends and save Hatty Hattington! Jump, solve and battle your way through a mysterious theater inhabited by highly technological felines.",24,"English,French,Italian,German,Spanish,Japanese,Korean,Portuguese-Brazil,Simplified Chinese,Traditional Chinese","""http://cdn.akamai.steamstatic.com/steam/apps/2031288/movie480.webm?t=1395345471""",http://store.steampowered.com/app/238460/,The Behemoth
http://ghost-recon.ubi.com/ghost-recon-phantoms/en-GB/home/,Ubisoft,Free to Play,"{'pc': {'recommended': {'hard_drive': u'6 GB available space', 'network': u'Broadband Internet connection', 'memory': u'4 GB RAM', 'os': u'Windows Vista SP2, Windows 7 SP1, Windows 8/8.1 (64bit)', 'processor': u'Intel Core2 Duo E6850 @ 3.0 Ghz or AMD Phenom II X2 545 @ 3.0 Ghz or higher', 'directx': u'Version 9.0c'}, 'minimum': {'hard_drive': u'6 GB available space', 'network': u'Broadband Internet connection', 'memory': u'3 GB RAM', 'os': u'Windows Vista SP2, Windows 7 SP1, Windows 8/8.1 (32/64 bit versions)', 'processor': u'Intel Pentium Dual-Core E2140 @ 1.6 GHz or AMD Athlon64 X2 3800+ @ 2.0 GHz', 'directx': u'Version 9.0c'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Tom Clancy's Ghost Recon Phantoms - EU,"""http://cdn.akamai.steamstatic.com/steam/apps/2031800/movie_max.webm?t=1397589837""","""http://cdn.akamai.steamstatic.com/steam/apps/2031800/movie.293x165.jpg?t=1397589837""",10 Apr 2014,Experience the next generation of PC multiplayer shooters with Tom Clancy’s Ghost Recon Phantoms. Step into the boots of an elite Ghost and deploy cutting-edge weapons and technology as you link up with your squad to dominate your enemies on tomorrow’s battlefield.,25,"English,French,German,Polish","""http://cdn.akamai.steamstatic.com/steam/apps/2031800/movie480.webm?t=1397589837""",http://store.steampowered.com/app/272350/,Ubisoft Singapore
http://www.saintsrow.com,Deep Silver,"Action,Adventure","{'pc': {'recommended': {'hard_drive': u'10 GB available space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows 7 (x86 or x64)', 'processor': u'Intel i3 2100T | AMD Phenom II x4 or higher', 'directx': u'Version 11'}, 'minimum': {'hard_drive': u'10 GB available space', 'network': u'', 'memory': u'4 GB RAM', 'os': u'Windows Vista (x86 or x64)', 'processor': u'Intel Core 2 Quad Q6600 | AMD Athlon II x3', 'directx': u'Version 10'}}, 'mac': {'recommended': {'os': '', 'processor': '', 'memory': ''}, 'minimum': {'os': '', 'processor': '', 'memory': ''}}}",Saints Row IV,"""http://cdn.akamai.steamstatic.com/steam/apps/2028792/movie_max.webm?t=1376697943""","""http://cdn.akamai.steamstatic.com/steam/apps/2028792/movie.293x165.jpg?t=1376697943""",22 Aug 2013,The US President must save the Earth from alien overlord Zinyak using an arsenal of superpowers and strange weapons in the wildest open world game ever. The epic conclusion to the game that changed all the rules!,26,"English,French,German,Italian,Spanish,Polish,Russian,Japanese","""http://cdn.akamai.steamstatic.com/steam/apps/2028792/movie480.webm?t=1376697943""",http://store.steampowered.com/app/206420/,Deep Silver Volition
http://www.ftlgame.com/,Subset Games,"Indie,Simulation,Strategy","{'pc': {'recommended': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}, 'minimum': {'hard_drive': u'', 'network': u'', 'memory': u'', 'os': u'', 'processor': u'', 'directx': u''}}, 'mac': {'recommended': {'os': u'', 'processor': u'', 'memory': u''}, 'minimum': {'os': u'', 'processor': u'', 'memory': u''}}}",FTL: Faster Than Light,"""http://cdn.akamai.steamstatic.com/steam/apps/82021/movie_max.webm?t=1347556679""","""http://cdn.akamai.steamstatic.com/steam/apps/82021/movie.293x165.jpg?t=1347556679""",14 Sep 2012,"This ""spaceship simulation roguelike-like"" allows you to take your ship and crew on an adventure through a randomly generated galaxy filled with glory and bitter defeat.",27,English,"""http://cdn.akamai.steamstatic.com/steam/apps/82021/movie480.webm?t=1347556679""",http://store.steampowered.com/app/212680/,Subset Games
